Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,league,season
21,André Onana,cm CMR,GK,Manchester Utd,27,1996,38,38,3420,38.0,58,1.53,200,148,74.5,18,6,14,9,23.7,7,7,0,0,0.0,premier_league,2023-2024
22,Stefan Ortega,de GER,GK,Manchester City,30,1992,9,5,635,7.1,7,0.99,27,20,74.1,4,1,0,3,60.0,0,0,0,0,,premier_league,2023-2024
23,Đorđe Petrović,rs SRB,GK,Chelsea,23,1999,23,22,1987,22.1,38,1.72,112,74,67.0,13,5,4,4,18.2,2,1,0,1,0.0,premier_league,2023-2024
24,Jordan Pickford,eng ENG,GK,Everton,29,1994,38,38,3420,38.0,51,1.34,164,121,73.8,13,9,16,10,26.3,8,8,0,0,0.0,premier_league,2023-2024
25,Nick Pope,eng ENG,GK,Newcastle United,31,1992,15,15,1345,14.9,16,1.07,59,43,72.9,9,2,4,6,40.0,0,0,0,0,,premier_league,2023-2024
26,Ionuț Radu,ro ROU,GK,Bournemouth,26,1997,2,2,180,2.0,7,3.5,12,5,41.7,1,0,1,0,0.0,0,0,0,0,,premier_league,2023-2024
27,Aaron Ramsdale,eng ENG,GK,Arsenal,25,1998,6,6,540,6.0,5,0.83,14,9,64.3,5,1,0,2,33.3,0,0,0,0,,premier_league,2023-2024
28,David Raya,es ESP,GK,Arsenal,27,1995,32,32,2880,32.0,24,0.75,66,45,66.7,23,4,5,14,43.8,3,2,1,0,33.3,premier_league,2023-2024
29,José Sá,pt POR,GK,Wolves,30,1993,35,35,3037,33.7,58,1.72,184,134,72.8,12,7,16,4,11.4,8,8,0,0,0.0,premier_league,2023-2024
30,Robert Sánchez,es ESP,GK,Chelsea,25,1997,16,16,1433,15.9,25,1.57,74,52,68.9,5,4,7,3,18.8,3,2,1,0,33.3,premier_league,2023-2024
31,Matz Sels,be BEL,GK,Nottingham Forest,31,1992,16,16,1440,16.0,27,1.69,63,37,58.7,4,4,8,1,6.3,1,1,0,0,0.0,premier_league,2023-2024
32,James Shea,eng ENG,GK,Luton Town,32,1991,1,0,15,0.2,0,0.0,2,2,100.0,0,0,0,0,,0,0,0,0,,premier_league,2023-2024
33,Jason Steele,eng ENG,GK,Brighton,32,1990,17,17,1530,17.0,34,2.0,74,43,58.1,5,4,8,2,11.8,3,3,0,0,0.0,premier_league,2023-2024
34,Thomas Strakosha,al ALB,GK,Brentford,28,1995,2,1,135,1.5,2,1.33,8,6,75.0,0,0,1,0,0.0,0,0,0,0,,premier_league,2023-2024
35,James Trafford,eng ENG,GK,Burnley,20,2002,28,28,2520,28.0,62,2.21,163,106,65.0,3,5,20,2,7.1,5,5,0,0,0.0,premier_league,2023-2024
36,Mark Travers,ie IRL,GK,Bournemouth,24,1999,4,4,360,4.0,5,1.25,17,13,76.5,2,0,2,1,25.0,1,1,0,0,0.0,premier_league,2023-2024
37,Matt Turner,us USA,GK,Nottingham Forest,29,1994,17,17,1530,17.0,28,1.65,81,55,67.9,4,5,8,2,11.8,2,2,0,0,0.0,premier_league,2023-2024
38,Bart Verbruggen,nl NED,GK,Brighton,20,2002,21,21,1890,21.0,28,1.33,90,65,72.2,7,8,6,4,19.0,3,3,0,0,0.0,premier_league,2023-2024
39,Guglielmo Vicario,it ITA,GK,Tottenham Hotspur,26,1996,38,38,3420,38.0,61,1.61,164,110,67.1,20,6,12,6,15.8,7,7,0,0,0.0,premier_league,2023-2024
40,Odysseas Vlachodimos,gr GRE,GK,Nottingham Forest,29,1994,5,5,450,5.0,12,2.4,21,10,47.6,1,0,4,1,20.0,1,1,0,0,0.0,premier_league,2023-2024
